,Actual,402,403,404,405
1,0.058067016,0.056542925,0.027739911,0.036776332,0.060713718
1,0.058067016,0.072711891,0.027739911,0.047683185,0.030944547
1,0.058067016,0.083083304,0.027739911,0.047683185,0.010739038
1,0.058067016,0.083083304,0.027739911,0.047683185,0.001417671
1,0.058067016,0.073014704,0.069778251,0.065947933,0.001417671
1,0.058067016,0.046733576,0.087912883,0.065947933,-0.020488018
1,0.058067016,0.041891197,0.087912883,0.065947933,0.004182961
1,0.058067016,0.041891197,0.086207597,0.025014366,-0.011060384
1,0.058067016,0.051177442,0.050774903,0.025014366,0.009636761
1,0.058067016,0.051177442,0.050774903,0.051760608,0.004725583
1,0.058067016,0.043439118,0.049869229,0.03744977,-0.006275157
1,0.058067016,0.062283351,0.049869229,0.03744977,0.017820023
1,0.058067016,0.053519956,0.036182988,0.03744977,0.02723354
1,0.058067016,0.06357698,0.036182988,0.03744977,0.012046287
1,0.058067016,0.046223468,0.036182988,0.07245059,0.012046287
2,-0.018837281,0.06809952,0.058729748,0.0549621,0.021646747
2,-0.018837281,0.06809952,0.058729748,0.043279222,0.002657188
2,-0.018837281,0.0523146,0.058729748,0.043927647,0.013248818
2,-0.018837281,0.039634024,0.054354181,0.043927647,-0.001982093
2,-0.018837281,0.040116049,0.020605946,0.043927647,-0.001982093
2,-0.018837281,0.080440349,0.03252283,0.024349393,-0.001982093
2,-0.018837281,0.049974979,0.03252283,0.024349393,-0.001982093
2,-0.018837281,0.051659857,0.015639165,0.0479693,0.00724161
2,-0.018837281,0.042898176,0.015639165,0.0479693,0.029599303
2,-0.018837281,0.039794917,0.015639165,0.0479693,0.016540208
2,-0.018837281,0.023509511,0.03457598,0.0479693,-0.004129931
2,-0.018837281,0.036975713,0.042218991,0.033477349,-0.004129931
2,-0.018837281,0.036975713,0.042218991,0.043736444,-0.004129931
2,-0.018837281,0.064511236,0.022238996,0.068093686,-0.004129931
2,-0.018837281,0.064511236,0.022238996,0.049844862,-0.004129931
2,-0.018837281,0.054293663,0.031445284,0.049844862,-0.006848643
