,Actual,402,403,404,405
4,0.12307993,0.092987228,0.117639916,0.072113822,0.100789561
4,0.12307993,0.063289771,0.061232299,0.051404836,0.108714591
4,0.12307993,0.070804166,0.043424707,0.059249782,0.107481361
4,0.12307993,0.094677474,0.019741722,0.037888209,0.116890597
5,0.137499448,0.082507926,0.026002469,0.047753515,0.096812433
5,0.137499448,0.063697065,0.036386862,0.074175904,0.114561685
5,0.137499448,0.083565738,0.035404018,0.069994853,0.098180348
5,0.137499448,0.094061973,0.053398632,0.029117732,0.096998539
5,0.137499448,0.113981141,0.033391276,0.029117732,0.125980758
5,0.137499448,0.136491418,0.077352684,0.055284493,0.097905964
5,0.137499448,0.136491418,0.075870919,0.05877867,0.116185292
5,0.137499448,0.111084731,0.080922369,0.030705491,0.080119426
5,0.137499448,0.095464207,0.100418627,0.081326489,0.119325633
5,0.137499448,0.110553549,0.090636114,0.081326489,0.122752065
5,0.137499448,0.097568829,0.106118339,0.071731119,0.107206366
5,0.137499448,0.100855546,0.065351928,0.087184037,0.124995284
5,0.137499448,0.089108381,0.095273043,0.118921854,0.127505226
5,0.137499448,0.102982273,0.085414674,0.100018044,0.115157427
5,0.137499448,0.11718264,0.113941833,0.098518282,0.11673725
5,0.137499448,0.096653889,0.090238504,0.097538761,0.090827478
5,0.137499448,0.100359197,0.094051966,0.090975701,0.072617973
5,0.137499448,0.072731973,0.085975252,0.115215596,0.08207219
5,0.137499448,0.05239182,0.104091195,0.118154098,0.06489475
6,0.267274611,0.076532432,0.097671463,0.096692038,0.091352137
6,0.267274611,0.127539875,0.13453634,0.094980918,0.129668914
6,0.267274611,0.100300036,0.123672116,0.0919517,0.108651283
6,0.267274611,0.101701581,0.117180582,0.125212904,0.120662681
6,0.267274611,0.119323136,0.121888301,0.139729751,0.101270035
6,0.267274611,0.106004942,0.11644322,0.122786797,0.124831554
6,0.267274611,0.129993146,0.119608054,0.109483964,0.124831554
6,0.267274611,0.116884317,0.126033297,0.100060903,0.134593467
6,0.267274611,0.108542219,0.121282695,0.126191257,0.118983696
6,0.267274611,0.117625568,0.149462428,0.098174402,0.114668988
6,0.267274611,0.118718063,0.081820412,0.079629982,0.128088165
6,0.267274611,0.1107398,0.087717069,0.076999204,0.146403504
6,0.267274611,0.130409956,0.105034976,0.083292149,0.134136398
6,0.267274611,0.152693861,0.115354197,0.062041645,0.08383857
6,0.267274611,0.135938862,0.071980292,0.076746405,0.092275194
6,0.267274611,0.107943057,0.062031288,0.089532042,0.069957664
6,0.267274611,0.086236694,0.063938934,0.077964233,0.061094319
6,0.267274611,0.086562654,0.105867236,0.060339669,0.147086615
6,0.267274611,0.06182849,0.126784165,0.090760715,0.10417698
6,0.267274611,0.06182849,0.094765154,0.093208498,0.115707063
6,0.267274611,0.057405217,0.115302775,0.105220978,0.093829725
6,0.267274611,0.06873646,0.10491632,0.119148285,0.093829725
6,0.267274611,0.099132467,0.159470345,0.128605909,0.053856381
6,0.267274611,0.114597633,0.147147151,0.119317912,0.088674479
7,0.114840201,0.098812124,0.112491001,0.137811648,0.086086764
7,0.114840201,0.089289014,0.138689265,0.109526648,0.111614968
7,0.114840201,0.114298083,0.10038452,0.072356816,0.11185481
7,0.114840201,0.105963313,0.10038452,0.077866275,0.114669806
7,0.114840201,0.151998137,0.131061329,0.065072426,0.134512251
7,0.114840201,0.132220804,0.148747266,0.06634685,0.102784313
7,0.114840201,0.132220804,0.117793776,0.079410252,0.090841978
7,0.114840201,0.106793371,0.140791401,0.049651674,0.083148264
7,0.114840201,0.115629514,0.076547772,0.052709621,0.093872456
7,0.114840201,0.134695203,0.046670693,0.060690756,0.067459437
7,0.114840201,0.144778087,0.046670693,0.076915613,0.121126799
7,0.114840201,0.098553282,0.089408385,0.124177004,0.136030816
7,0.114840201,0.099858214,0.101155057,0.091237568,0.118600415
7,0.114840201,0.097562533,0.062657587,0.094317657,0.073532513
7,0.114840201,0.089928926,0.101460076,0.108245374,0.094764355
7,0.114840201,0.111848371,0.082237071,0.136335926,0.097801725
7,0.114840201,0.076413155,0.081747074,0.138065324,0.092053021
7,0.114840201,0.062955709,0.096979463,0.104728346,0.126201773
7,0.114840201,0.096451532,0.129210365,0.087486194,0.075987573
7,0.114840201,0.090117391,0.08864491,0.054133411,0.069909778
7,0.114840201,0.082469958,0.048992404,0.100853425,0.052549611
7,0.114840201,0.062400959,0.048362094,0.095712281,0.069376042
7,0.114840201,0.022099779,0.094825813,0.096752892,0.086992573
7,0.114840201,0.039527202,0.063666912,0.117078729,0.045144078
7,0.114840201,0.069434648,0.099121452,0.124714233,0.066191362
8,0.00909687,0.040164567,0.117171291,0.111444076,0.060407619
8,0.00909687,0.076955137,0.135500356,0.034862488,0.075118614
8,0.00909687,0.078352137,0.146544368,0.080601,0.061589528
8,0.00909687,0.101387665,0.095974446,0.102984588,0.031606656
8,0.00909687,0.071854673,0.105525523,0.098295463,0.104650666
8,0.00909687,0.080828863,0.092751634,0.072747519,0.073752965
8,0.00909687,0.06209216,0.047661767,0.042022394,0.082841068
8,0.00909687,0.071963784,0.031449681,0.056426486,0.077981169
8,0.00909687,0.101799927,0.019009721,0.091758842,0.038511935
8,0.00909687,0.069218815,0.028388724,0.121320192,0.058789889
8,0.00909687,0.065511817,0.089793065,0.107561248,0.034946732
9,0.010470161,0.048760769,0.065037731,0.099086944,0.071629578
9,0.010470161,0.048760769,0.106025589,0.102710267,0.09384097
9,0.010470161,0.032394738,0.124833161,0.100164564,0.073104649
9,0.010470161,0.015626866,0.111974374,0.084080575,0.115099346
9,0.010470161,-0.00434114,0.120250508,0.085694953,0.102372608
9,0.010470161,0.00532888,0.092072411,0.100510515,0.112964763
9,0.010470161,0.035789297,0.132840393,0.100510515,0.078201172
9,0.010470161,0.092770554,0.130500363,0.089737941,0.12801722
9,0.010470161,0.062760093,0.130473233,0.066440883,0.098059896
9,0.010470161,0.026315858,0.124922922,0.066440883,0.108885545
9,0.010470161,0.004694166,0.115013364,0.060840111,0.110949756
9,0.010470161,0.063056812,0.096853377,0.080681957,0.082026611
9,0.010470161,0.063425215,0.074045645,0.083497699,0.069764925
9,0.010470161,0.117582601,0.078165925,0.101378019,0.070087675
9,0.010470161,0.107512033,0.048799282,0.098430534,0.072212045
9,0.010470161,0.143931911,0.116418114,0.073340689,0.071184778
9,0.010470161,0.107201244,0.126906549,0.097728131,0.105110478
9,0.010470161,0.138012839,0.098650564,0.072000365,0.105110478
9,0.010470161,0.105331705,0.112654553,0.094982402,0.099085261
10,0.019396552,0.123880067,0.108891744,0.111071759,0.077274782
10,0.019396552,0.096450035,0.079830293,0.085822414,0.06923182
10,0.019396552,0.137684938,0.097650417,0.081894119,0.051191555
10,0.019396552,0.107273693,0.063177952,0.10357383,0.041367516
10,0.019396552,0.115375834,0.079921658,0.105289805,0.089346417
10,0.019396552,0.119533371,0.104395045,0.089847115,0.07325068
10,0.019396552,0.129345734,0.111041057,0.070076967,0.072976955
10,0.019396552,0.129345734,0.111242104,0.077530821,0.032540144
10,0.019396552,0.119147848,0.140128543,0.078555383,0.055661876
10,0.019396552,0.121773633,0.077897904,0.077409776,0.042394737
10,0.019396552,0.116255456,0.075893316,0.085069148,0.053013349
10,0.019396552,0.114084335,0.072759133,0.067011695,0.095249691
10,0.019396552,0.111206654,0.075696435,0.054653072,0.076227407
10,0.019396552,0.097233707,0.054622634,0.07237259,0.033705692
10,0.019396552,0.084622918,0.057569774,0.067007871,0.044050088
10,0.019396552,0.084622918,0.070495716,0.074625208,0.063430393
10,0.019396552,0.086717562,0.065507676,0.112088296,0.055874248
10,0.019396552,0.097265562,0.112167084,0.075518005,0.033195433
10,0.019396552,0.043694366,0.117741481,0.075518005,0.049765042
10,0.019396552,0.079661311,0.09204575,0.059609871,0.075705528
11,0.021456489,0.116711369,0.090310365,0.075804632,0.084527653
11,0.021456489,0.116711369,0.104560187,0.076472319,0.099205185
11,0.021456489,0.116641675,0.129147399,0.107370296,0.088074961
11,0.021456489,0.101261099,0.135175597,0.076062915,0.094491761
11,0.021456489,0.078974666,0.144539761,0.080836019,0.094792357
11,0.021456489,0.064190579,0.137759027,0.084946217,0.112946945
11,0.021456489,0.111890833,0.136363302,0.096308874,0.118511831
11,0.021456489,0.11015803,0.115771724,0.089148672,0.113277109
11,0.021456489,0.096407439,0.089784081,0.089121857,0.113902743
11,0.021456489,0.078502746,0.090833837,0.093359255,0.135301403
11,0.021456489,0.073867601,0.073988758,0.090933093,0.138038257
11,0.021456489,0.090071758,0.124675143,0.105442962,0.078918616
11,0.021456489,0.099782934,0.12923615,0.087160362,0.118441021
11,0.021456489,0.142780987,0.122007402,0.094067125,0.113852721
11,0.021456489,0.105316854,0.09161379,0.120131602,0.088540938
11,0.021456489,0.101390188,0.111378861,0.123082625,0.101576814
11,0.021456489,0.088007119,0.105268501,0.112678232,0.087588852
11,0.021456489,0.0770355,0.103168033,0.145314834,0.096812976
11,0.021456489,0.10329123,0.105088508,0.127156891,0.104831698
11,0.021456489,0.123292554,0.076376197,0.134710293,0.111724354
11,0.021456489,0.12691784,0.106913353,0.112433189,0.110907795
12,0.177324736,0.109391652,0.115487694,0.116459524,0.069157787
12,0.177324736,0.142585135,0.133540285,0.111419067,0.078774164
12,0.177324736,0.110333002,0.125674626,0.134045437,0.109886784
12,0.177324736,0.079040088,0.105797969,0.124970693,0.115892588
12,0.177324736,0.09232187,0.136526027,0.12282527,0.124786304
12,0.177324736,0.085962809,0.136526027,0.140030166,0.098218329
12,0.177324736,0.104049665,0.129551293,0.126737653,0.136327193
12,0.177324736,0.085136294,0.139625177,0.14727929,0.091256997
12,0.177324736,0.073164077,0.135186361,0.156492019,0.117099309
12,0.177324736,0.095527012,0.129401321,0.14097759,0.095711197
12,0.177324736,0.084119238,0.12755102,0.124424891,0.111792637
12,0.177324736,0.067316099,0.122046029,0.124312352,0.092770239
12,0.177324736,0.096478612,0.125575102,0.155672796,0.107501005
12,0.177324736,0.10442593,0.125575102,0.119174766,0.107501005
12,0.177324736,0.112268632,0.091442144,0.126138244,0.107964444
12,0.177324736,0.130626753,0.118979065,0.105802883,0.106275293
12,0.177324736,0.118233991,0.132895471,0.103113755,0.139316352
12,0.177324736,0.134196956,0.171204245,0.124218702,0.157798975
1,0.254865819,0.123312934,0.135426371,0.108713568,0.151149897
1,0.254865819,0.146921913,0.145350885,0.141907399,0.151340512
1,0.254865819,0.16293035,0.164329462,0.1374518,0.171221897
1,0.254865819,0.200878963,0.149016423,0.151654152,0.171221897
1,0.254865819,0.185894613,0.15915298,0.151654152,0.170946065
1,0.254865819,0.203687053,0.179814132,0.175370336,0.155806582
1,0.254865819,0.203687053,0.154775886,0.165743234,0.158974931
1,0.254865819,0.216181214,0.174290476,0.184184051,0.156509905
1,0.254865819,0.175741447,0.156174417,0.167217202,0.166069558
1,0.254865819,0.142556014,0.177308046,0.187913883,0.185087831
1,0.254865819,0.105517111,0.172880948,0.177023241,0.168636514
1,0.254865819,0.106439764,0.156866104,0.160772588,0.168636514
1,0.254865819,0.116864907,0.127009261,0.15731276,0.164425237
1,0.254865819,0.153927643,0.154009179,0.136579806,0.132669844
1,0.254865819,0.153927643,0.154009179,0.143523075,0.116113601
1,0.254865819,0.148500497,0.120470198,0.148799632,0.101602884
1,0.254865819,0.180089912,0.138492915,0.147388453,0.121266729
1,0.254865819,0.165332571,0.122703661,0.16304134,0.120921721
1,0.254865819,0.165332571,0.122703661,0.126558066,0.097640546
1,0.254865819,0.120152608,0.120123252,0.13428097,0.097640546
1,0.254865819,0.150907808,0.106520258,0.103954081,0.098087226
1,0.254865819,0.126517714,0.108666688,0.120855334,0.058342415
1,0.254865819,0.122127084,0.143366774,0.109334804,0.116106359
1,0.254865819,0.117326053,0.137907189,0.099374685,0.132620045
1,0.254865819,0.118330123,0.13755624,0.119074063,0.135639513
1,0.254865819,0.129958751,0.129111668,0.124833961,0.129857612
2,0.118910763,0.10472058,0.125166833,0.124833961,0.119655533
2,0.118910763,0.128475201,0.160209308,0.117299706,0.112214709
2,0.118910763,0.139939317,0.15093054,0.130773052,0.103165378
2,0.118910763,0.132756695,0.13255135,0.102635916,0.085738587
2,0.118910763,0.109085339,0.10814122,0.071182271,0.06373151
2,0.118910763,0.072287949,0.101437955,0.064017753,0.052383743
2,0.118910763,0.070181996,0.094959111,0.069859872,0.06677924
2,0.118910763,0.097577347,0.138212293,0.120206053,0.088106508
2,0.118910763,0.096937338,0.130491531,0.072372533,0.085147395
2,0.118910763,0.101440006,0.135808264,0.100480295,0.0788119
2,0.118910763,0.094756281,0.127681352,0.084049822,0.120557083
2,0.118910763,0.094261483,0.125609152,0.079917488,0.120557083
2,0.118910763,0.133894972,0.10612424,0.108035074,0.13864385
2,0.118910763,0.120322502,0.123954417,0.104557005,0.13864385
2,0.118910763,0.083103793,0.120865219,0.121389216,0.135635745
2,0.118910763,0.111775324,0.148955727,0.112636104,0.100481691
2,0.118910763,0.126795494,0.104145773,0.134350112,0.114955585
2,0.118910763,0.126795494,0.122072916,0.146106589,0.114955585
2,0.118910763,0.139973028,0.122072916,0.163308891,0.114955585
2,0.118910763,0.139973028,0.142796069,0.14703026,0.087275505
2,0.118910763,0.134557095,0.142796069,0.151409896,0.129384667
2,0.118910763,0.134630237,0.113477633,0.16962805,0.089823436
2,0.118910763,0.15340134,0.119994791,0.16962805,0.104261568
2,0.118910763,0.16677846,0.129792911,0.16962805,0.104261568
2,0.118910763,0.1787616,0.134380533,0.153271253,0.150210721
2,0.118910763,0.181388387,0.134380533,0.155623721,0.181636844
3,0.281694002,0.156866786,0.136597824,0.151174327,0.207371743
3,0.281694002,0.129380551,0.136597824,0.151312308,0.207371743
3,0.281694002,0.127198556,0.108863714,0.109538769,0.165595075
3,0.281694002,0.097720223,0.039711635,0.061541836,0.144207997
3,0.281694002,0.055726317,0.011492259,0.017009699,0.076304464
3,0.281694002,0.046213543,0.01480176,0.000639036,0.042256308
3,0.281694002,0.046213543,-0.009035469,-0.017909358,0.025240322
3,0.281694002,0.038213578,-0.009886877,-0.017909358,0.013631229
3,0.281694002,0.012626289,0.030296258,-0.037425153,0.003894163
3,0.281694002,-0.003523196,-0.016334628,-0.056616823,0.007362752
3,0.281694002,0.00269461,-0.004927527,-0.03607496,0.007362752
3,0.281694002,0.047046283,0.001010369,0.015008778,0.0263211
3,0.281694002,0.092320061,0.031335822,0.070878858,0.034598595
3,0.281694002,0.09571583,0.079274201,0.084676872,0.048929368
3,0.281694002,0.141048776,0.104737331,0.084676872,0.068990682
3,0.281694002,0.124449036,0.105490785,0.103629248,0.114547653
3,0.281694002,0.152025409,0.066675362,0.095769532,0.119772102
3,0.281694002,0.122469237,0.076651559,0.083438387,0.108052961
3,0.281694002,0.129963168,0.114401427,0.126109675,0.090595855
3,0.281694002,0.140820527,0.109377519,0.118871953,0.078428255
3,0.281694002,0.146871356,0.091041664,0.122057479,0.078428255
3,0.281694002,0.146871356,0.080691297,0.121700816,0.078428255
3,0.281694002,0.131274021,0.080691297,0.121124178,0.078428255
4,0.12307993,0.100174535,0.073779229,0.104555695,0.078428255
4,0.12307993,0.088330737,0.073779229,0.11670575,0.071534182
4,0.12307993,0.076661648,0.092775493,0.11670575,0.079857213
4,0.12307993,0.069398479,0.110084142,0.11670575,0.079857213
4,0.12307993,0.082328579,0.111378484,0.11670575,0.090475072
4,0.12307993,0.082328579,0.096028172,0.127122922,0.090475072
4,0.12307993,0.095281749,0.115327148,0.120456513,0.078094208
4,0.12307993,0.107513769,0.088065236,0.120456513,0.07452454
4,0.12307993,0.092112201,0.097510263,0.120456513,0.064630558
4,0.12307993,0.097370874,0.108525197,0.120456513,0.045125763
4,0.12307993,0.097370874,0.108525197,0.081540654,0.049710315
4,0.12307993,0.088258649,0.114103017,0.073780059,0.065851807
4,0.12307993,0.0758496,0.113063992,0.057742641,0.084523616
4,0.12307993,0.0758496,0.097461209,0.057742641,0.099612178
4,0.12307993,0.0758496,0.075577926,0.038066797,0.073603655
4,0.12307993,0.097914218,0.086353107,0.038066797,0.055916
4,0.12307993,0.097914218,0.082567031,0.038066797,0.035836032
5,0.137499448,0.075235695,0.109785943,0.039084534,0.056746964
5,0.137499448,0.084669739,0.095985974,0.052104078,0.065673952
5,0.137499448,0.084669739,0.097866536,0.041220079,0.076997027
5,0.137499448,0.082985366,0.098310209,0.036530116,0.061269262
5,0.137499448,0.082368561,0.119339214,0.061625401,0.051854387
5,0.137499448,0.069170428,0.141714696,0.059027449,0.046792731
5,0.137499448,0.069761407,0.13344115,0.058725218,0.046792731
5,0.137499448,0.062655974,0.13344115,0.073316295,0.072912934
5,0.137499448,0.092218518,0.107942822,0.05925986,0.084885994
5,0.137499448,0.093979867,0.067748146,0.047114018,0.073852728
5,0.137499448,0.093979867,0.064601499,0.08910591,0.073852728
5,0.137499448,0.085862599,0.041060659,0.071644285,0.07716076
5,0.137499448,0.063497996,0.051520045,0.094540571,0.068675545
5,0.137499448,0.059081689,0.065010165,0.0691705,0.063032601
5,0.137499448,0.071092464,0.067961103,0.0691705,0.063032601
5,0.137499448,0.047162399,0.070773945,0.067646479,0.082620029
6,0.267274611,0.046651597,0.056474813,0.077460922,0.082620029
6,0.267274611,0.046651597,0.06107381,0.077460922,0.105461115
6,0.267274611,0.06513646,0.079111536,0.077460922,0.105461115
6,0.267274611,0.08315975,0.102976299,0.077460922,0.073847558
6,0.267274611,0.073821374,0.092705388,0.075137681,0.091503013
6,0.267274611,0.057930121,0.091252021,0.060682339,0.101934984
6,0.267274611,0.036094797,0.099156827,0.043051634,0.102421871
6,0.267274611,0.039744812,0.11613841,0.063583304,0.102421871
6,0.267274611,0.05000347,0.120755341,0.025679632,0.102421871
6,0.267274611,0.101255728,0.129774209,0.025679632,0.106820235
6,0.267274611,0.101255728,0.134767799,0.052075694,0.120143314
6,0.267274611,0.083326908,0.123271067,0.067917054,0.11669088
6,0.267274611,0.09888631,0.151103615,0.067917054,0.094106687
6,0.267274611,0.094868933,0.118183128,0.064880711,0.111953144
6,0.267274611,0.116175342,0.136721887,0.064880711,0.1096763
6,0.267274611,0.116175342,0.111584041,0.114471677,0.1096763
6,0.267274611,0.100452811,0.094084971,0.109160093,0.106353483
6,0.267274611,0.079661933,0.074241029,0.109160093,0.106353483
6,0.267274611,0.057059205,0.097974427,0.091402794,0.102087881
6,0.267274611,0.075987667,0.097974427,0.091402794,0.102087881
6,0.267274611,0.077531973,0.102844299,0.112477638,0.092927428
6,0.267274611,0.040034089,0.127604828,0.111795613,0.073647871
6,0.267274611,0.057038208,0.127604828,0.087959088,0.092080031
6,0.267274611,0.05667951,0.134087559,0.088745099,0.110634282
6,0.267274611,0.060153768,0.118830162,0.088745099,0.11010173
6,0.267274611,0.060874166,0.114960992,0.092836718,0.124588467
6,0.267274611,0.047587161,0.114735525,0.075716689,0.110688296
7,0.114840201,0.071300422,0.111472268,0.051348682,0.095787114
7,0.114840201,0.087391039,0.128001804,0.036669433,0.085753986
7,0.114840201,0.065107213,0.095617668,0.036669433,0.041779568
7,0.114840201,0.065107213,0.091652239,0.036395662,0.068970458
7,0.114840201,0.046974652,0.074008075,0.036395662,0.068132887
7,0.114840201,0.046633923,0.074008075,0.036395662,0.069728321
7,0.114840201,0.046633923,0.093445086,0.017596209,0.075692804
7,0.114840201,0.046633923,0.093445086,0.044763503,0.095057748
7,0.114840201,0.030853703,0.113434661,0.039800164,0.104026801
7,0.114840201,0.041175925,0.111253816,0.040888408,0.10776693
7,0.114840201,0.041175925,0.084436167,0.040888408,0.08983508
7,0.114840201,0.041175925,0.066931256,0.040518736,0.051250334
7,0.114840201,0.041175925,0.084114645,0.025238317,0.061615965
7,0.114840201,0.026332929,0.060972564,0.007159596,0.068484765
7,0.114840201,0.022959941,0.07205268,0.01984946,0.053937103
7,0.114840201,0.00831342,0.07205268,0.044490786,0.053937103
7,0.114840201,0.01469564,0.047541547,0.013475751,0.053937103
7,0.114840201,0.037240651,0.073759901,0.013475751,0.072406652
7,0.114840201,0.059027297,0.073759901,0.036279005,0.088982854
7,0.114840201,0.064312946,0.095109223,0.054061675,0.088982854
7,0.114840201,0.079134916,0.086847887,0.054061675,0.074795065
7,0.114840201,0.080172499,0.090142591,0.063789869,0.089984218
7,0.114840201,0.069302445,0.100644825,0.079970809,0.074417268
7,0.114840201,0.069302445,0.114178789,0.091020704,0.074417268
7,0.114840201,0.04605988,0.09180061,0.086713674,0.052436915
7,0.114840201,0.02804471,0.09180061,0.06483033,0.018468154
7,0.114840201,0.044928098,0.065134065,0.064574324,0.008114486
7,0.114840201,0.060819575,0.059585709,0.049157598,0.008114486
7,0.114840201,0.050358081,0.059585709,0.009968106,0.008114486
7,0.114840201,0.029818407,0.059585709,0.009968106,0.008114486
8,0.00909687,0.029818407,0.057063194,0.027250277,-0.001437043
8,0.00909687,0.018394076,0.057063194,0.0170924,-0.001437043
8,0.00909687,-0.000620615,0.069409398,-0.001565975,-0.001437043
8,0.00909687,-0.007171923,0.095052025,0.004670953,-0.010468349
8,0.00909687,-0.023681332,0.069010979,0.020671306,-0.02832213
8,0.00909687,-0.042329526,0.080707495,-0.001086419,-0.038993789
8,0.00909687,-0.042329526,0.057985794,0.02369778,-0.038993789
8,0.00909687,-0.060750137,0.074173746,0.028009897,-0.038993789
8,0.00909687,-0.06878462,0.034433835,0.005182027,-0.02038528
8,0.00909687,-0.052895244,0.063496185,-0.017288844,-0.031863051
8,0.00909687,-0.035553666,0.077830411,-0.018510491,-0.027945588
8,0.00909687,-0.02314019,0.058013185,-0.054639822,-0.042204624
8,0.00909687,-0.02314019,0.036911801,-0.041311861,-0.040614702
8,0.00909687,0.011021494,0.030093383,-0.021219559,-0.040614702
8,0.00909687,0.011021494,0.015664897,-0.001330759,-0.016431098
8,0.00909687,0.022818039,0.026550566,-0.001330759,-0.000566103
8,0.00909687,0.022818039,0.019046858,0.01555417,-0.000566103
8,0.00909687,0.016326388,0.019046858,0.035918861,0.005272273
8,0.00909687,0.017181976,0.039219182,0.051459893,-0.005972695
8,0.00909687,0.003931126,0.055188102,0.073861147,0.020841595
9,0.010470161,0.003931126,0.0632347,0.065195594,0.020841595
9,0.010470161,0.024376923,0.077316709,0.070929596,0.020841595
9,0.010470161,0.01047455,0.077316709,0.069760809,0.028587663
9,0.010470161,-0.01306299,0.084547149,0.052437012,0.029056539
9,0.010470161,-0.0097019,0.084547149,0.052437012,0.004921871
9,0.010470161,-0.030887592,0.084547149,0.03403122,0.009114599
9,0.010470161,-0.030887592,0.081299464,0.026060271,0.035088823
9,0.010470161,-0.023036147,0.08064121,0.047461114,0.024642043
9,0.010470161,-0.057711387,0.068059953,0.046417335,0.039384113
9,0.010470161,-0.041942216,0.07025026,0.06518704,0.037334295
9,0.010470161,-0.032744363,0.07025026,0.047545621,0.03102839
9,0.010470161,-0.040909982,0.07025026,0.047467215,0.045184313
9,0.010470161,-0.020739105,0.075043901,0.047467215,0.049113959
9,0.010470161,0.034737824,0.088328669,0.047467215,0.065606077
9,0.010470161,0.05580494,0.099439088,0.047467215,0.09469402
9,0.010470161,0.072056672,0.103732086,0.070706754,0.09469402
9,0.010470161,0.072056672,0.092733782,0.070706754,0.088579332
9,0.010470161,0.059665422,0.092344623,0.070706754,0.083323076
9,0.010470161,0.059665422,0.080113497,0.063886946,0.102040983
9,0.010470161,0.07558423,0.031980304,0.039370386,0.102040983
9,0.010470161,0.096107033,0.031980304,0.042247243,0.082224779
9,0.010470161,0.091619555,0.070793852,0.062568043,0.071282817
9,0.010470161,0.092492102,0.080459705,0.051433263,0.062223135
9,0.010470161,0.092492102,0.085872547,0.080627464,0.043644033
